time,"Appennino emiliano, area Monte Cimone_NORD",Crinale savonese entroterra ligure_NORD,"Piemonte sud-occidentale , Cuneese_NORD","Valle d’Aosta , area alpina_NORD","Veneto orientale , Delta del Po_NORD","Basilicata, area Melfi,Potenza_SUD","Calabria, area Crotone,Catanzaro_SUD","Campania, area Benevento,Avellino_SUD","Puglia, area Foggia,Daunia_SUD","Sicilia occidentale, area Trapani_SUD"
2019-02-22 05:00:00,0.158,0.092,0.085,0.085,0.085,0.223,0.229,0.005,0.264,0.23
2019-02-22 06:00:00,0.145,0.137,0.099,0.099,0.099,0.183,0.226,0.004,0.241,0.215
2019-02-22 07:00:00,0.074,0.159,0.107,0.107,0.107,0.074,0.204,0.001,0.127,0.183
2019-02-22 08:00:00,0.034,0.093,0.069,0.069,0.069,0.047,0.195,0.002,0.099,0.184
2019-02-22 09:00:00,0.06,0.061,0.047,0.047,0.047,0.067,0.178,0.008,0.135,0.196
2019-02-22 10:00:00,0.069,0.062,0.058,0.058,0.058,0.091,0.172,0.015,0.183,0.209
2019-02-22 11:00:00,0.089,0.087,0.063,0.063,0.063,0.151,0.181,0.034,0.266,0.225
2019-02-22 12:00:00,0.132,0.1,0.07,0.07,0.07,0.254,0.196,0.078,0.398,0.245
2019-02-22 13:00:00,0.179,0.114,0.091,0.091,0.091,0.364,0.195,0.146,0.505,0.268
2019-02-22 14:00:00,0.185,0.091,0.098,0.098,0.098,0.378,0.158,0.191,0.514,0.309
2019-02-22 15:00:00,0.15,0.073,0.104,0.104,0.104,0.255,0.083,0.17,0.453,0.352
2019-02-22 16:00:00,0.162,0.128,0.119,0.119,0.119,0.222,0.059,0.154,0.527,0.412
2019-02-22 17:00:00,0.137,0.214,0.136,0.136,0.136,0.277,0.099,0.206,0.612,0.454
2019-02-22 18:00:00,0.109,0.212,0.091,0.091,0.091,0.382,0.184,0.337,0.642,0.439
2019-02-22 19:00:00,0.101,0.187,0.038,0.038,0.038,0.494,0.303,0.471,0.677,0.411
2019-02-22 20:00:00,0.118,0.169,0.031,0.031,0.031,0.61,0.431,0.594,0.771,0.385
2019-02-22 21:00:00,0.181,0.185,0.052,0.052,0.052,0.636,0.565,0.662,0.812,0.369
2019-02-22 22:00:00,0.272,0.219,0.083,0.083,0.083,0.734,0.679,0.772,0.829,0.381
2019-02-22 23:00:00,0.379,0.238,0.091,0.091,0.091,0.769,0.79,0.772,0.835,0.396
2019-02-23 00:00:00,0.524,0.236,0.096,0.096,0.096,0.791,0.876,0.809,0.861,0.427
2019-02-23 01:00:00,0.474,0.198,0.091,0.091,0.091,0.813,0.944,0.891,0.885,0.446
2019-02-23 02:00:00,0.463,0.128,0.078,0.078,0.078,0.826,0.966,0.933,0.921,0.451
2019-02-23 03:00:00,0.527,0.087,0.082,0.082,0.082,0.897,0.939,0.96,0.925,0.479
2019-02-23 04:00:00,0.608,0.068,0.114,0.114,0.114,0.934,0.95,0.968,0.943,0.557
2019-02-23 05:00:00,0.651,0.066,0.171,0.171,0.171,0.96,0.959,0.968,0.963,0.636
2019-02-23 06:00:00,0.63,0.075,0.227,0.227,0.227,0.969,0.962,0.952,0.969,0.756
2019-02-23 07:00:00,0.709,0.07,0.196,0.196,0.196,0.968,0.969,0.923,0.969,0.829
2019-02-23 08:00:00,0.802,0.069,0.241,0.241,0.241,0.969,0.961,0.908,0.969,0.921
2019-02-23 09:00:00,0.816,0.082,0.298,0.298,0.298,0.967,0.938,0.924,0.965,0.964
2019-02-23 10:00:00,0.785,0.116,0.34,0.34,0.34,0.964,0.919,0.947,0.957,0.969
2019-02-23 11:00:00,0.741,0.149,0.358,0.358,0.358,0.964,0.898,0.959,0.951,0.967
2019-02-23 12:00:00,0.699,0.179,0.325,0.325,0.325,0.962,0.893,0.964,0.937,0.962
2019-02-23 13:00:00,0.671,0.206,0.262,0.262,0.262,0.951,0.928,0.967,0.929,0.96
2019-02-23 14:00:00,0.626,0.236,0.214,0.214,0.214,0.932,0.964,0.968,0.915,0.965
2019-02-23 15:00:00,0.555,0.241,0.17,0.17,0.17,0.872,0.968,0.969,0.882,0.969
2019-02-23 16:00:00,0.514,0.247,0.119,0.119,0.119,0.826,0.968,0.962,0.852,0.968
2019-02-23 17:00:00,0.525,0.264,0.086,0.086,0.086,0.765,0.963,0.953,0.83,0.969
2019-02-23 18:00:00,0.548,0.247,0.069,0.069,0.069,0.758,0.951,0.941,0.812,0.969
2019-02-23 19:00:00,0.566,0.214,0.065,0.065,0.065,0.791,0.927,0.92,0.795,0.969
2019-02-23 20:00:00,0.593,0.197,0.065,0.065,0.065,0.775,0.906,0.886,0.765,0.966
2019-02-23 21:00:00,0.598,0.211,0.069,0.069,0.069,0.77,0.911,0.856,0.743,0.966
2019-02-23 22:00:00,0.58,0.232,0.077,0.077,0.077,0.747,0.915,0.84,0.737,0.967
2019-02-23 23:00:00,0.547,0.248,0.09,0.09,0.09,0.725,0.902,0.837,0.733,0.964
2019-02-24 00:00:00,0.517,0.26,0.103,0.103,0.103,0.713,0.899,0.84,0.731,0.962
2019-02-24 01:00:00,0.497,0.272,0.117,0.117,0.117,0.679,0.901,0.838,0.72,0.96
2019-02-24 02:00:00,0.48,0.281,0.119,0.119,0.119,0.659,0.901,0.84,0.709,0.96
2019-02-24 03:00:00,0.44,0.288,0.118,0.118,0.118,0.644,0.886,0.838,0.699,0.957
2019-02-24 04:00:00,0.41,0.282,0.112,0.112,0.112,0.639,0.865,0.831,0.686,0.947
2019-02-24 05:00:00,0.417,0.267,0.098,0.098,0.098,0.625,0.836,0.82,0.662,0.922
2019-02-24 06:00:00,0.402,0.243,0.08,0.08,0.08,0.548,0.796,0.785,0.572,0.894
2019-02-24 07:00:00,0.403,0.171,0.044,0.044,0.044,0.705,0.768,0.864,0.613,0.875
2019-02-24 08:00:00,0.547,0.188,0.036,0.036,0.036,0.735,0.729,0.892,0.617,0.855
2019-02-24 09:00:00,0.571,0.195,0.033,0.033,0.033,0.716,0.686,0.883,0.595,0.825
2019-02-24 10:00:00,0.543,0.188,0.036,0.036,0.036,0.712,0.664,0.872,0.595,0.813
2019-02-24 11:00:00,0.489,0.181,0.035,0.035,0.035,0.705,0.667,0.861,0.6,0.814
2019-02-24 12:00:00,0.437,0.183,0.032,0.032,0.032,0.704,0.695,0.857,0.618,0.819
2019-02-24 13:00:00,0.385,0.172,0.024,0.024,0.024,0.711,0.739,0.856,0.635,0.817
2019-02-24 14:00:00,0.322,0.149,0.014,0.014,0.014,0.714,0.792,0.848,0.629,0.801
2019-02-24 15:00:00,0.238,0.133,0.008,0.008,0.008,0.67,0.81,0.819,0.588,0.766
2019-02-24 16:00:00,0.192,0.118,0.003,0.003,0.003,0.629,0.795,0.774,0.595,0.718
2019-02-24 17:00:00,0.184,0.067,0.002,0.002,0.002,0.608,0.777,0.756,0.648,0.651
2019-02-24 18:00:00,0.183,0.03,0.004,0.004,0.004,0.612,0.743,0.758,0.702,0.569
2019-02-24 19:00:00,0.189,0.014,0.004,0.004,0.004,0.639,0.718,0.772,0.734,0.483
2019-02-24 20:00:00,0.202,0.008,0.002,0.002,0.002,0.662,0.702,0.767,0.733,0.412
2019-02-24 21:00:00,0.223,0.005,0.001,0.001,0.001,0.656,0.698,0.755,0.707,0.389
2019-02-24 22:00:00,0.236,0.004,0.001,0.001,0.001,0.637,0.697,0.727,0.673,0.394
2019-02-24 23:00:00,0.238,0.004,0.001,0.001,0.001,0.616,0.698,0.684,0.639,0.425
2019-02-25 00:00:00,0.234,0.005,0.001,0.001,0.001,0.594,0.693,0.646,0.619,0.464
2019-02-25 01:00:00,0.211,0.008,0.002,0.002,0.002,0.566,0.684,0.627,0.609,0.487
2019-02-25 02:00:00,0.18,0.017,0.005,0.005,0.005,0.556,0.675,0.617,0.602,0.498
2019-02-25 03:00:00,0.157,0.037,0.011,0.011,0.011,0.527,0.632,0.593,0.582,0.458
2019-02-25 04:00:00,0.141,0.08,0.022,0.022,0.022,0.495,0.6,0.517,0.565,0.39
2019-02-25 05:00:00,0.136,0.138,0.041,0.041,0.041,0.494,0.59,0.501,0.582,0.329
2019-02-25 06:00:00,0.113,0.161,0.051,0.051,0.051,0.437,0.574,0.406,0.553,0.283
2019-02-25 07:00:00,0.061,0.114,0.035,0.035,0.035,0.565,0.642,0.603,0.587,0.227
2019-02-25 08:00:00,0.138,0.069,0.011,0.011,0.011,0.651,0.619,0.781,0.664,0.218
2019-02-25 09:00:00,0.213,0.062,0.005,0.005,0.005,0.697,0.6,0.819,0.714,0.253
2019-02-25 10:00:00,0.242,0.052,0.005,0.005,0.005,0.734,0.594,0.84,0.752,0.311
2019-02-25 11:00:00,0.276,0.045,0.006,0.006,0.006,0.745,0.562,0.851,0.775,0.348
2019-02-25 12:00:00,0.295,0.043,0.009,0.009,0.009,0.731,0.522,0.865,0.783,0.379
2019-02-25 13:00:00,0.314,0.041,0.012,0.012,0.012,0.721,0.52,0.874,0.78,0.414
2019-02-25 14:00:00,0.317,0.045,0.011,0.011,0.011,0.712,0.549,0.867,0.729,0.449
2019-02-25 15:00:00,0.329,0.075,0.01,0.01,0.01,0.585,0.539,0.825,0.621,0.475
2019-02-25 16:00:00,0.394,0.155,0.012,0.012,0.012,0.57,0.506,0.789,0.587,0.485
2019-02-25 17:00:00,0.398,0.222,0.017,0.017,0.017,0.557,0.481,0.765,0.502,0.446
2019-02-25 18:00:00,0.349,0.262,0.03,0.03,0.03,0.461,0.419,0.681,0.349,0.354
2019-02-25 19:00:00,0.31,0.287,0.051,0.051,0.051,0.335,0.34,0.558,0.229,0.268
2019-02-25 20:00:00,0.273,0.285,0.06,0.06,0.06,0.297,0.26,0.451,0.191,0.225
2019-02-25 21:00:00,0.234,0.275,0.059,0.059,0.059,0.305,0.226,0.417,0.204,0.223
2019-02-25 22:00:00,0.199,0.236,0.047,0.047,0.047,0.305,0.254,0.406,0.229,0.23
2019-02-25 23:00:00,0.183,0.191,0.039,0.039,0.039,0.305,0.315,0.39,0.245,0.287
2019-02-26 00:00:00,0.181,0.154,0.039,0.039,0.039,0.284,0.409,0.35,0.227,0.398
2019-02-26 01:00:00,0.167,0.13,0.04,0.04,0.04,0.219,0.524,0.287,0.197,0.483
2019-02-26 02:00:00,0.151,0.114,0.042,0.042,0.042,0.169,0.625,0.241,0.222,0.522
2019-02-26 03:00:00,0.127,0.087,0.036,0.036,0.036,0.141,0.661,0.228,0.241,0.533
2019-02-26 04:00:00,0.092,0.058,0.03,0.03,0.03,0.116,0.648,0.213,0.245,0.501
2019-02-26 05:00:00,0.087,0.034,0.025,0.025,0.025,0.124,0.611,0.194,0.291,0.452
2019-02-26 06:00:00,0.08,0.018,0.022,0.022,0.022,0.119,0.558,0.152,0.318,0.385
2019-02-26 07:00:00,0.057,0.008,0.014,0.014,0.014,0.062,0.545,0.07,0.202,0.295
2019-02-26 08:00:00,0.035,0.001,0.003,0.003,0.003,0.189,0.48,0.184,0.321,0.226
2019-02-26 09:00:00,0.017,0.001,0.001,0.001,0.001,0.243,0.446,0.214,0.414,0.136
2019-02-26 10:00:00,0.016,0.003,0.0,0.0,0.0,0.316,0.45,0.244,0.49,0.05
2019-02-26 11:00:00,0.016,0.008,0.0,0.0,0.0,0.389,0.452,0.274,0.518,0.007
2019-02-26 12:00:00,0.005,0.02,0.001,0.001,0.001,0.409,0.463,0.267,0.524,0.001
2019-02-26 13:00:00,0.003,0.045,0.006,0.006,0.006,0.417,0.474,0.246,0.541,0.005
2019-02-26 14:00:00,0.005,0.059,0.008,0.008,0.008,0.396,0.457,0.199,0.52,0.059
2019-02-26 15:00:00,0.008,0.065,0.008,0.008,0.008,0.372,0.4,0.167,0.479,0.112
2019-02-26 16:00:00,0.011,0.073,0.004,0.004,0.004,0.379,0.476,0.149,0.542,0.157
2019-02-26 17:00:00,0.019,0.061,0.004,0.004,0.004,0.399,0.618,0.152,0.597,0.183
2019-02-26 18:00:00,0.032,0.043,0.011,0.011,0.011,0.444,0.695,0.168,0.642,0.157
2019-02-26 19:00:00,0.049,0.023,0.023,0.023,0.023,0.516,0.759,0.192,0.677,0.146
2019-02-26 20:00:00,0.057,0.017,0.035,0.035,0.035,0.574,0.789,0.221,0.702,0.141
2019-02-26 21:00:00,0.063,0.015,0.035,0.035,0.035,0.693,0.812,0.377,0.779,0.143
2019-02-26 22:00:00,0.068,0.011,0.028,0.028,0.028,0.687,0.825,0.424,0.78,0.174
2019-02-26 23:00:00,0.068,0.007,0.019,0.019,0.019,0.635,0.839,0.455,0.715,0.219
2019-02-27 00:00:00,0.064,0.005,0.014,0.014,0.014,0.605,0.863,0.461,0.656,0.249
2019-02-27 01:00:00,0.055,0.004,0.014,0.014,0.014,0.561,0.873,0.449,0.619,0.297
2019-02-27 02:00:00,0.044,0.004,0.017,0.017,0.017,0.403,0.846,0.395,0.563,0.343
2019-02-27 03:00:00,0.036,0.005,0.022,0.022,0.022,0.264,0.809,0.358,0.516,0.385
2019-02-27 04:00:00,0.031,0.007,0.031,0.031,0.031,0.197,0.753,0.302,0.485,0.456
2019-02-27 05:00:00,0.026,0.017,0.042,0.042,0.042,0.171,0.711,0.262,0.481,0.531
2019-02-27 06:00:00,0.023,0.041,0.049,0.049,0.049,0.165,0.625,0.265,0.436,0.553
2019-02-27 07:00:00,0.015,0.052,0.044,0.044,0.044,0.238,0.615,0.326,0.423,0.536
2019-02-27 08:00:00,0.005,0.024,0.017,0.017,0.017,0.516,0.679,0.617,0.562,0.541
2019-02-27 09:00:00,0.002,0.008,0.005,0.005,0.005,0.54,0.728,0.704,0.561,0.543
2019-02-27 10:00:00,0.006,0.002,0.004,0.004,0.004,0.559,0.74,0.709,0.542,0.534
2019-02-27 11:00:00,0.006,0.001,0.005,0.005,0.005,0.556,0.734,0.685,0.511,0.531
2019-02-27 12:00:00,0.006,0.001,0.006,0.006,0.006,0.527,0.729,0.649,0.474,0.547
2019-02-27 13:00:00,0.005,0.001,0.006,0.006,0.006,0.509,0.739,0.618,0.453,0.549
2019-02-27 14:00:00,0.005,0.002,0.005,0.005,0.005,0.491,0.739,0.582,0.423,0.499
2019-02-27 15:00:00,0.007,0.003,0.005,0.005,0.005,0.414,0.705,0.512,0.353,0.406
2019-02-27 16:00:00,0.012,0.006,0.002,0.002,0.002,0.328,0.693,0.438,0.296,0.303
2019-02-27 17:00:00,0.013,0.007,0.0,0.0,0.0,0.218,0.688,0.352,0.223,0.211
2019-02-27 18:00:00,0.02,0.009,0.002,0.002,0.002,0.118,0.658,0.253,0.169,0.116
2019-02-27 19:00:00,0.032,0.012,0.011,0.011,0.011,0.06,0.587,0.213,0.141,0.044
2019-02-27 20:00:00,0.05,0.011,0.023,0.023,0.023,0.047,0.494,0.187,0.115,0.013
2019-02-27 21:00:00,0.064,0.009,0.033,0.033,0.033,0.069,0.435,0.162,0.09,0.007
2019-02-27 22:00:00,0.084,0.007,0.036,0.036,0.036,0.096,0.417,0.132,0.077,0.01
2019-02-27 23:00:00,0.13,0.009,0.037,0.037,0.037,0.106,0.404,0.108,0.08,0.015
2019-02-28 00:00:00,0.187,0.014,0.038,0.038,0.038,0.11,0.388,0.095,0.079,0.02
2019-02-28 01:00:00,0.233,0.023,0.045,0.045,0.045,0.09,0.38,0.081,0.072,0.025
2019-02-28 02:00:00,0.251,0.034,0.055,0.055,0.055,0.065,0.374,0.064,0.066,0.03
2019-02-28 03:00:00,0.253,0.049,0.064,0.064,0.064,0.043,0.356,0.044,0.05,0.034
2019-02-28 04:00:00,0.259,0.078,0.084,0.084,0.084,0.041,0.345,0.027,0.058,0.031
2019-02-28 05:00:00,0.275,0.086,0.104,0.104,0.104,0.079,0.334,0.013,0.097,0.025
2019-02-28 06:00:00,0.227,0.078,0.11,0.11,0.11,0.08,0.273,0.005,0.121,0.017
2019-02-28 07:00:00,0.14,0.049,0.078,0.078,0.078,0.039,0.239,0.001,0.055,0.008
2019-02-28 08:00:00,0.173,0.024,0.024,0.024,0.024,0.026,0.203,0.013,0.022,0.004
2019-02-28 09:00:00,0.195,0.011,0.024,0.024,0.024,0.043,0.165,0.046,0.017,0.001
2019-02-28 10:00:00,0.196,0.006,0.04,0.04,0.04,0.058,0.13,0.061,0.014,0.0
2019-02-28 11:00:00,0.209,0.003,0.032,0.032,0.032,0.079,0.097,0.076,0.013,0.003
2019-02-28 12:00:00,0.214,0.01,0.022,0.022,0.022,0.102,0.067,0.093,0.015,0.017
2019-02-28 13:00:00,0.208,0.026,0.015,0.015,0.015,0.126,0.045,0.116,0.016,0.035
2019-02-28 14:00:00,0.206,0.043,0.009,0.009,0.009,0.16,0.03,0.151,0.021,0.047
2019-02-28 15:00:00,0.22,0.068,0.011,0.011,0.011,0.248,0.016,0.194,0.052,0.049
2019-02-28 16:00:00,0.255,0.099,0.021,0.021,0.021,0.442,0.041,0.279,0.208,0.053
2019-02-28 17:00:00,0.288,0.114,0.05,0.05,0.05,0.577,0.125,0.334,0.49,0.05
2019-02-28 18:00:00,0.276,0.09,0.099,0.099,0.099,0.598,0.223,0.347,0.616,0.045
2019-02-28 19:00:00,0.259,0.066,0.162,0.162,0.162,0.627,0.318,0.347,0.635,0.04
2019-02-28 20:00:00,0.218,0.067,0.239,0.239,0.239,0.668,0.395,0.337,0.645,0.035
2019-02-28 21:00:00,0.184,0.09,0.292,0.292,0.292,0.677,0.442,0.317,0.657,0.031
2019-02-28 22:00:00,0.156,0.106,0.302,0.302,0.302,0.662,0.446,0.284,0.65,0.033
2019-02-28 23:00:00,0.132,0.105,0.263,0.263,0.263,0.625,0.419,0.281,0.618,0.047
2019-03-01 00:00:00,0.114,0.097,0.2,0.2,0.2,0.608,0.384,0.3,0.582,0.075
2019-03-01 01:00:00,0.1,0.093,0.147,0.147,0.147,0.61,0.346,0.299,0.569,0.117
2019-03-01 02:00:00,0.102,0.087,0.113,0.113,0.113,0.591,0.306,0.265,0.523,0.162
2019-03-01 03:00:00,0.113,0.074,0.09,0.09,0.09,0.562,0.274,0.243,0.485,0.204
2019-03-01 04:00:00,0.137,0.065,0.091,0.091,0.091,0.527,0.246,0.22,0.474,0.248
2019-03-01 05:00:00,0.157,0.06,0.13,0.13,0.13,0.503,0.221,0.195,0.468,0.284
2019-03-01 06:00:00,0.125,0.069,0.192,0.192,0.192,0.47,0.163,0.173,0.372,0.299
2019-03-01 07:00:00,0.062,0.073,0.2,0.2,0.2,0.442,0.126,0.181,0.333,0.318
2019-03-01 08:00:00,0.043,0.041,0.149,0.149,0.149,0.367,0.095,0.204,0.277,0.373
2019-03-01 09:00:00,0.027,0.093,0.23,0.23,0.23,0.324,0.073,0.22,0.214,0.419
2019-03-01 10:00:00,0.021,0.094,0.266,0.266,0.266,0.315,0.068,0.213,0.171,0.457
2019-03-01 11:00:00,0.026,0.107,0.3,0.3,0.3,0.307,0.063,0.183,0.14,0.521
2019-03-01 12:00:00,0.05,0.13,0.332,0.332,0.332,0.289,0.067,0.14,0.107,0.598
2019-03-01 13:00:00,0.068,0.146,0.356,0.356,0.356,0.254,0.105,0.098,0.065,0.653
2019-03-01 14:00:00,0.071,0.124,0.346,0.346,0.346,0.216,0.12,0.079,0.029,0.664
2019-03-01 15:00:00,0.045,0.078,0.264,0.264,0.264,0.205,0.133,0.084,0.009,0.678
2019-03-01 16:00:00,0.019,0.081,0.265,0.265,0.265,0.274,0.162,0.105,0.004,0.709
2019-03-01 17:00:00,0.005,0.165,0.311,0.311,0.311,0.325,0.221,0.099,0.012,0.743
2019-03-01 18:00:00,0.004,0.272,0.345,0.345,0.345,0.319,0.284,0.08,0.029,0.766
2019-03-01 19:00:00,0.007,0.318,0.358,0.358,0.358,0.319,0.337,0.065,0.058,0.789
2019-03-01 20:00:00,0.012,0.356,0.353,0.353,0.353,0.307,0.368,0.059,0.086,0.815
2019-03-01 21:00:00,0.032,0.425,0.356,0.356,0.356,0.277,0.348,0.046,0.096,0.84
2019-03-01 22:00:00,0.08,0.452,0.295,0.295,0.295,0.222,0.303,0.028,0.079,0.836
2019-03-01 23:00:00,0.114,0.429,0.197,0.197,0.197,0.153,0.248,0.012,0.057,0.83
2019-03-02 00:00:00,0.149,0.365,0.119,0.119,0.119,0.103,0.196,0.012,0.1,0.824
2019-03-02 01:00:00,0.173,0.293,0.084,0.084,0.084,0.077,0.183,0.041,0.246,0.813
2019-03-02 02:00:00,0.181,0.218,0.078,0.078,0.078,0.184,0.183,0.158,0.437,0.813
2019-03-02 03:00:00,0.17,0.16,0.083,0.083,0.083,0.367,0.206,0.288,0.471,0.818
2019-03-02 04:00:00,0.147,0.114,0.09,0.09,0.09,0.39,0.242,0.32,0.441,0.818
2019-03-02 05:00:00,0.114,0.081,0.103,0.103,0.103,0.379,0.319,0.335,0.444,0.775
2019-03-02 06:00:00,0.077,0.057,0.113,0.113,0.113,0.311,0.411,0.325,0.385,0.642
2019-03-02 07:00:00,0.021,0.032,0.084,0.084,0.084,0.463,0.561,0.515,0.452,0.552
2019-03-02 08:00:00,0.003,0.007,0.04,0.04,0.04,0.516,0.699,0.577,0.498,0.531
2019-03-02 09:00:00,0.013,0.011,0.03,0.03,0.03,0.479,0.765,0.53,0.439,0.514
2019-03-02 10:00:00,0.036,0.036,0.024,0.024,0.024,0.406,0.792,0.446,0.36,0.508
2019-03-02 11:00:00,0.066,0.056,0.014,0.014,0.014,0.35,0.801,0.356,0.304,0.505
2019-03-02 12:00:00,0.086,0.06,0.005,0.005,0.005,0.299,0.795,0.257,0.26,0.506
2019-03-02 13:00:00,0.087,0.051,0.004,0.004,0.004,0.246,0.777,0.165,0.22,0.504
2019-03-02 14:00:00,0.07,0.055,0.019,0.019,0.019,0.196,0.744,0.095,0.193,0.488
2019-03-02 15:00:00,0.045,0.08,0.059,0.059,0.059,0.174,0.66,0.061,0.194,0.458
2019-03-02 16:00:00,0.024,0.081,0.073,0.073,0.073,0.193,0.616,0.04,0.211,0.42
2019-03-02 17:00:00,0.01,0.048,0.035,0.035,0.035,0.149,0.61,0.019,0.166,0.384
2019-03-02 18:00:00,0.005,0.032,0.012,0.012,0.012,0.087,0.574,0.007,0.103,0.345
2019-03-02 19:00:00,0.005,0.03,0.037,0.037,0.037,0.053,0.545,0.002,0.071,0.312
2019-03-02 20:00:00,0.007,0.033,0.1,0.1,0.1,0.044,0.516,0.001,0.07,0.285
2019-03-02 21:00:00,0.01,0.054,0.151,0.151,0.151,0.05,0.512,0.0,0.086,0.253
2019-03-02 22:00:00,0.019,0.096,0.132,0.132,0.132,0.057,0.515,0.0,0.101,0.264
2019-03-02 23:00:00,0.037,0.101,0.097,0.097,0.097,0.057,0.513,0.0,0.102,0.317
2019-03-03 00:00:00,0.047,0.091,0.085,0.085,0.085,0.053,0.487,0.001,0.097,0.391
2019-03-03 01:00:00,0.043,0.092,0.091,0.091,0.091,0.048,0.458,0.001,0.09,0.432
2019-03-03 02:00:00,0.033,0.09,0.091,0.091,0.091,0.042,0.442,0.002,0.082,0.449
2019-03-03 03:00:00,0.027,0.068,0.084,0.084,0.084,0.029,0.424,0.004,0.062,0.478
2019-03-03 04:00:00,0.022,0.034,0.07,0.07,0.07,0.016,0.408,0.009,0.036,0.505
2019-03-03 05:00:00,0.017,0.012,0.056,0.056,0.056,0.007,0.393,0.018,0.018,0.535
2019-03-03 06:00:00,0.01,0.007,0.043,0.043,0.043,0.002,0.353,0.029,0.009,0.53
2019-03-03 07:00:00,0.003,0.009,0.022,0.022,0.022,0.001,0.289,0.016,0.0,0.474
2019-03-03 08:00:00,0.003,0.024,0.007,0.007,0.007,0.01,0.275,0.019,0.002,0.397
2019-03-03 09:00:00,0.02,0.088,0.005,0.005,0.005,0.013,0.238,0.014,0.002,0.301
2019-03-03 10:00:00,0.041,0.133,0.005,0.005,0.005,0.013,0.21,0.011,0.004,0.198
2019-03-03 11:00:00,0.056,0.166,0.006,0.006,0.006,0.017,0.193,0.014,0.009,0.133
2019-03-03 12:00:00,0.071,0.191,0.007,0.007,0.007,0.023,0.184,0.021,0.014,0.117
2019-03-03 13:00:00,0.09,0.219,0.007,0.007,0.007,0.025,0.192,0.025,0.014,0.136
2019-03-03 14:00:00,0.108,0.255,0.008,0.008,0.008,0.024,0.189,0.028,0.017,0.171
2019-03-03 15:00:00,0.107,0.266,0.017,0.017,0.017,0.027,0.146,0.032,0.02,0.191
2019-03-03 16:00:00,0.115,0.252,0.04,0.04,0.04,0.02,0.094,0.024,0.01,0.206
2019-03-03 17:00:00,0.126,0.26,0.06,0.06,0.06,0.003,0.082,0.012,0.001,0.199
2019-03-03 18:00:00,0.143,0.241,0.068,0.068,0.068,0.001,0.114,0.009,0.005,0.157
2019-03-03 19:00:00,0.171,0.221,0.062,0.062,0.062,0.024,0.179,0.012,0.051,0.095
2019-03-03 20:00:00,0.208,0.227,0.065,0.065,0.065,0.113,0.242,0.029,0.16,0.044
2019-03-03 21:00:00,0.25,0.223,0.092,0.092,0.092,0.218,0.29,0.058,0.289,0.021
2019-03-03 22:00:00,0.27,0.218,0.11,0.11,0.11,0.309,0.317,0.09,0.387,0.011
2019-03-03 23:00:00,0.298,0.231,0.114,0.114,0.114,0.391,0.329,0.121,0.474,0.007
2019-03-04 00:00:00,0.27,0.27,0.129,0.129,0.129,0.458,0.318,0.151,0.546,0.007
2019-03-04 01:00:00,0.274,0.304,0.154,0.154,0.154,0.519,0.29,0.182,0.599,0.012
2019-03-04 02:00:00,0.318,0.329,0.166,0.166,0.166,0.564,0.276,0.2,0.615,0.022
2019-03-04 03:00:00,0.309,0.329,0.133,0.133,0.133,0.589,0.308,0.198,0.609,0.028
2019-03-04 04:00:00,0.292,0.343,0.105,0.105,0.105,0.619,0.356,0.181,0.611,0.026
2019-03-04 05:00:00,0.299,0.388,0.085,0.085,0.085,0.621,0.358,0.154,0.6,0.02
2019-03-04 06:00:00,0.272,0.423,0.069,0.069,0.069,0.454,0.281,0.12,0.449,0.015
2019-03-04 07:00:00,0.283,0.487,0.058,0.058,0.058,0.34,0.204,0.109,0.31,0.02
2019-03-04 08:00:00,0.385,0.642,0.111,0.111,0.111,0.334,0.137,0.168,0.315,0.045
2019-03-04 09:00:00,0.471,0.701,0.181,0.181,0.181,0.332,0.059,0.238,0.281,0.103
2019-03-04 10:00:00,0.575,0.695,0.232,0.232,0.232,0.37,0.015,0.314,0.312,0.169
2019-03-04 11:00:00,0.667,0.661,0.291,0.291,0.291,0.423,0.015,0.391,0.4,0.215
2019-03-04 12:00:00,0.735,0.584,0.356,0.356,0.356,0.483,0.07,0.47,0.524,0.236
2019-03-04 13:00:00,0.771,0.445,0.501,0.501,0.501,0.552,0.151,0.54,0.646,0.234
2019-03-04 14:00:00,0.781,0.319,0.632,0.632,0.632,0.633,0.239,0.587,0.721,0.215
2019-03-04 15:00:00,0.746,0.323,0.639,0.639,0.639,0.684,0.321,0.582,0.728,0.197
2019-03-04 16:00:00,0.662,0.392,0.61,0.61,0.61,0.703,0.392,0.545,0.742,0.198
2019-03-04 17:00:00,0.609,0.446,0.577,0.577,0.577,0.762,0.456,0.59,0.77,0.208
2019-03-04 18:00:00,0.58,0.429,0.48,0.48,0.48,0.814,0.487,0.634,0.821,0.235
2019-03-04 19:00:00,0.458,0.315,0.374,0.374,0.374,0.854,0.486,0.673,0.865,0.289
2019-03-04 20:00:00,0.374,0.205,0.279,0.279,0.279,0.889,0.482,0.708,0.893,0.356
2019-03-04 21:00:00,0.328,0.14,0.189,0.189,0.189,0.902,0.484,0.703,0.901,0.411
2019-03-04 22:00:00,0.309,0.096,0.124,0.124,0.124,0.904,0.506,0.681,0.895,0.442
2019-03-04 23:00:00,0.252,0.092,0.113,0.113,0.113,0.897,0.527,0.662,0.873,0.428
2019-03-05 00:00:00,0.221,0.089,0.102,0.102,0.102,0.874,0.515,0.606,0.835,0.377
