time,"Appennino emiliano, area Monte Cimone_NORD",Crinale savonese entroterra ligure_NORD,"Piemonte sud-occidentale , Cuneese_NORD","Valle d’Aosta , area alpina_NORD","Veneto orientale , Delta del Po_NORD","Basilicata, area Melfi,Potenza_SUD","Calabria, area Crotone,Catanzaro_SUD","Campania, area Benevento,Avellino_SUD","Puglia, area Foggia,Daunia_SUD","Sicilia occidentale, area Trapani_SUD"
2019-08-24 04:00:00,0.103,0.095,0.05,0.05,0.05,0.018,0.32,0.056,0.074,0.001
2019-08-24 05:00:00,0.081,0.081,0.044,0.044,0.044,0.004,0.321,0.033,0.039,0.001
2019-08-24 06:00:00,0.041,0.073,0.027,0.027,0.027,0.002,0.325,0.02,0.025,0.001
2019-08-24 07:00:00,0.028,0.067,0.024,0.024,0.024,0.002,0.277,0.015,0.013,0.003
2019-08-24 08:00:00,0.026,0.05,0.015,0.015,0.015,0.004,0.204,0.008,0.006,0.011
2019-08-24 09:00:00,0.027,0.042,0.014,0.014,0.014,0.002,0.137,0.004,0.006,0.025
2019-08-24 10:00:00,0.031,0.04,0.017,0.017,0.017,0.0,0.084,0.002,0.008,0.039
2019-08-24 11:00:00,0.032,0.039,0.021,0.021,0.021,0.0,0.047,0.001,0.013,0.048
2019-08-24 12:00:00,0.03,0.034,0.022,0.022,0.022,0.001,0.025,0.0,0.023,0.047
2019-08-24 13:00:00,0.029,0.026,0.019,0.019,0.019,0.016,0.005,0.0,0.041,0.035
2019-08-24 14:00:00,0.029,0.017,0.014,0.014,0.014,0.043,0.005,0.0,0.056,0.019
2019-08-24 15:00:00,0.029,0.008,0.009,0.009,0.009,0.081,0.004,0.002,0.066,0.011
2019-08-24 16:00:00,0.031,0.003,0.006,0.006,0.006,0.123,0.004,0.009,0.086,0.008
2019-08-24 17:00:00,0.033,0.004,0.01,0.01,0.01,0.141,0.005,0.035,0.123,0.005
2019-08-24 18:00:00,0.028,0.004,0.012,0.012,0.012,0.1,0.013,0.065,0.126,0.004
2019-08-24 19:00:00,0.019,0.002,0.004,0.004,0.004,0.046,0.031,0.074,0.112,0.003
2019-08-24 20:00:00,0.011,0.002,0.001,0.001,0.001,0.022,0.062,0.068,0.109,0.003
2019-08-24 21:00:00,0.007,0.003,0.0,0.0,0.0,0.025,0.126,0.06,0.13,0.004
2019-08-24 22:00:00,0.005,0.002,0.001,0.001,0.001,0.041,0.216,0.055,0.154,0.005
2019-08-24 23:00:00,0.005,0.003,0.003,0.003,0.003,0.051,0.289,0.047,0.168,0.005
2019-08-25 00:00:00,0.006,0.006,0.011,0.011,0.011,0.05,0.329,0.039,0.17,0.005
2019-08-25 01:00:00,0.014,0.014,0.02,0.02,0.02,0.047,0.333,0.031,0.165,0.004
